Title,URL,Exam_Date,degree,examCode,etype,type,result,grad,Regulation,Is_Supplementary,Exam_Type,Year,Semester
RC/RV B.Pharmacy I Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=974&etype=r17&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,974,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,I,I
RC/RV B.Pharmacy I Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=975&etype=rcrv,30-NOV-2024,bpharmacy,975,rcrv,,,,R15,Yes,Supplementary,I,I
RC/RV B.Pharmacy I Year I Semester(R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=976&etype=rcrv,30-NOV-2024,bpharmacy,976,rcrv,,,,R13,Yes,Supplementary,I,I
RC/RV B.Pharmacy I Year II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=969&etype=r22&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,969,r22,rcrvintgrade,gradercrv,,R22,No,Regular,I,II
RC/RV B.Pharmacy I Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=970&etype=r17&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,970,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,I,II
RC/RV B.Pharmacy III Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=965&etype=r17&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,965,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,III,I
RC/RV B.Pharmacy III Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=967&etype=rcrv,30-NOV-2024,bpharmacy,967,rcrv,,,,R15,Yes,Supplementary,III,I
RC/RV B.Pharmacy III Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=968&etype=rcrv,30-NOV-2024,bpharmacy,968,rcrv,,,,R13,Yes,Supplementary,III,I
RC/RV B.Pharmacy II Year II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=977&etype=r22&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,977,r22,rcrvintgrade,gradercrv,,R22,No,Regular,II,II
RC/RV B.Pharmacy II Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=978&etype=r17&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,978,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,II,II
RC/RV B.Pharmacy II Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=979&etype=r17&result=gradercrv&type=rcrvintgrade,30-NOV-2024,bpharmacy,979,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,II,II
RC/RV B.Pharmacy II Year II Semester(R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=981&etype=rcrv,30-NOV-2024,bpharmacy,981,rcrv,,,,R13,Yes,Supplementary,II,II
RC/RV B.Pharmacy II Year I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=982&etype=r22&result=gradercrv&type=rcrvintgrade,07-NOV-2024,bpharmacy,982,r22,rcrvintgrade,gradercrv,,R22,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=983&etype=r17&result=gradercrv&type=rcrvintgrade,07-NOV-2024,bpharmacy,983,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=984&etype=r17&result=gradercrv&type=rcrvintgrade,07-NOV-2024,bpharmacy,984,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=985&etype=rcrv,07-NOV-2024,bpharmacy,985,rcrv,,,,R15,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=986&etype=rcrv,07-NOV-2024,bpharmacy,986,rcrv,,,,R13,Yes,Supplementary,II,I
B.Pharmacy I Year II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=969&etype=r22&type=intgrade,17-OCT-2024,bpharmacy,969,r22,intgrade,,,R22,No,Regular,I,II
B.Pharmacy I Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=970&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,970,r17,intgrade,,,R17,Yes,Supplementary,I,II
B.Pharmacy I Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=971&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,971,r17,intgrade,,,R16,Yes,Supplementary,I,II
B.Pharmacy I Year I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=972&etype=r22&type=intgrade,17-OCT-2024,bpharmacy,972,r22,intgrade,,,R22,Yes,Supplementary,I,I
B.Pharmacy I Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=973&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,973,r17,intgrade,,,R17,Yes,Supplementary,I,I
B.Pharmacy I Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=974&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,974,r17,intgrade,,,R16,Yes,Supplementary,I,I
B.Pharmacy I Year (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=975,17-OCT-2024,bpharmacy,975,,,,,R15,Yes,Supplementary,Unknown,Unknown
B.Pharmacy I Year (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=976,17-OCT-2024,bpharmacy,976,,,,,R13,Yes,Supplementary,Unknown,Unknown
B.Pharmacy II Year II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=977&etype=r22&type=intgrade,17-OCT-2024,bpharmacy,977,r22,intgrade,,,R22,No,Regular,II,II
B.Pharmacy II Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=978&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,978,r17,intgrade,,,R17,Yes,Supplementary,II,II
B.Pharmacy II Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=979&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,979,r17,intgrade,,,R16,Yes,Supplementary,II,II
B.Pharmacy II Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=980,17-OCT-2024,bpharmacy,980,,,,,R15,Yes,Supplementary,II,II
B.Pharmacy II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=981,17-OCT-2024,bpharmacy,981,,,,,R13,Yes,Supplementary,II,II
B.Pharmacy II Year I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=982&etype=r22&type=intgrade,17-OCT-2024,bpharmacy,982,r22,intgrade,,,R22,Yes,Supplementary,II,I
B.Pharmacy II Year I Semester (R17) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=983&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,983,r17,intgrade,,,R17,No,Regular,II,I
B.Pharmacy II Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=984&etype=r17&type=intgrade,17-OCT-2024,bpharmacy,984,r17,intgrade,,,R16,Yes,Supplementary,II,I
B.Pharmacy II Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=985,17-OCT-2024,bpharmacy,985,,,,,R15,Yes,Supplementary,II,I
B.Pharmacy II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=986,17-OCT-2024,bpharmacy,986,,,,,R13,Yes,Supplementary,II,I
B.Pharmacy III Year II Semester (R17) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=961&etype=r17&type=intgrade,06-OCT-2024,bpharmacy,961,r17,intgrade,,,R17,No,Regular,III,II
B.Pharmacy III Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=962&etype=r17&type=intgrade,06-OCT-2024,bpharmacy,962,r17,intgrade,,,R16,Yes,Supplementary,III,II
B.Pharmacy III Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=963,06-OCT-2024,bpharmacy,963,,,,,R15,Yes,Supplementary,III,II
B.Pharmacy III Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=964,06-OCT-2024,bpharmacy,964,,,,,R13,Yes,Supplementary,III,II
B.Pharmacy III Year I Semester (R17) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=965&etype=r17&type=intgrade,06-OCT-2024,bpharmacy,965,r17,intgrade,,,R17,No,Regular,III,I
B.Pharmacy III Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=966&etype=r17&type=intgrade,06-OCT-2024,bpharmacy,966,r17,intgrade,,,R16,Yes,Supplementary,III,I
B.Pharmacy III Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=967,06-OCT-2024,bpharmacy,967,,,,,R15,Yes,Supplementary,III,I
B.Pharmacy III Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=968,06-OCT-2024,bpharmacy,968,,,,,R13,Yes,Supplementary,III,I
RC/RV B.Pharmacy IV Year II Semester (R17) Advance Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=957&etype=r17&result=gradercrv&type=rcrvintgrade,22-SEP-2024,bpharmacy,957,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,IV,II
RC/RV B.Pharmacy IV Year II Semester (R16) Advance Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=958&etype=r17&result=gradercrv&type=rcrvintgrade,22-SEP-2024,bpharmacy,958,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,IV,II
RC/RV B.Pharmacy IV Year II Semester (R13) Advance Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=960&etype=rcrv,22-SEP-2024,bpharmacy,960,rcrv,,,,R13,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R17) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=957&etype=r17&type=intgrade,24-AUG-2024,bpharmacy,957,r17,intgrade,,,R17,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R16) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=958&etype=r17&type=intgrade,24-AUG-2024,bpharmacy,958,r17,intgrade,,,R16,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R15) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=959,24-AUG-2024,bpharmacy,959,,,,,R15,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R13) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=960,24-AUG-2024,bpharmacy,960,,,,,R13,Yes,Supplementary,IV,II
RC/RV B.Pharmacy IV Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=953&etype=r17&result=gradercrv&type=rcrvintgrade,21-AUG-2024,bpharmacy,953,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,IV,I
RC/RV B.Pharmacy IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=956&etype=rcrv,21-AUG-2024,bpharmacy,956,rcrv,,,,R13,Yes,Supplementary,IV,I
B.Pharmacy IV Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=953&etype=r17&type=intgrade,21-JULY-2024,bpharmacy,953,r17,intgrade,,,R17,Yes,Supplementary,IV,I
B.Pharmacy IV Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=954&etype=r17&type=intgrade,21-JULY-2024,bpharmacy,954,r17,intgrade,,,R16,Yes,Supplementary,IV,I
B.Pharmacy IV Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=955,21-JULY-2024,bpharmacy,955,,,,,R15,Yes,Supplementary,IV,I
B.Pharmacy IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=956,21-JULY-2024,bpharmacy,956,,,,,R13,Yes,Supplementary,IV,I
RC/RV B.Pharmacy IV Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=949&etype=r17&result=gradercrv&type=rcrvintgrade,21-JULY-2024,bpharmacy,949,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,IV,II
RC/RV B.Pharmacy IV Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=950&etype=r17&result=gradercrv&type=rcrvintgrade,21-JULY-2024,bpharmacy,950,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,IV,II
RC/RV B.Pharmacy IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=952&etype=rcrv,21-JULY-2024,bpharmacy,952,rcrv,,,,R13,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R17) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=949&etype=r17&type=intgrade,28-JUN-2024,bpharmacy,949,r17,intgrade,,,R17,No,Regular,IV,II
B.Pharmacy IV Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=950&etype=r17&type=intgrade,28-JUN-2024,bpharmacy,950,r17,intgrade,,,R16,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=951,28-JUN-2024,bpharmacy,951,,,,,R15,Yes,Supplementary,IV,II
B.Pharmacy IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=952,28-JUN-2024,bpharmacy,952,,,,,R13,Yes,Supplementary,IV,II
RC/RV B.Pharmacy I Year II Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=932&etype=r22&result=gradercrv&type=rcrvintgrade,21-MAY-2024,bpharmacy,932,r22,rcrvintgrade,gradercrv,,R22,Yes,Supplementary,I,II
RC/RV B.Pharmacy I Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=933&etype=r17&result=gradercrv&type=rcrvintgrade,21-MAY-2024,bpharmacy,933,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,I,II
RC/RV B.Pharmacy I Year I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=935&etype=r22&result=gradercrv&type=rcrvintgrade,21-MAY-2024,bpharmacy,935,r22,rcrvintgrade,gradercrv,,R22,No,Regular,I,I
RC/RV B.Pharmacy I Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=936&etype=r17&result=gradercrv&type=rcrvintgrade,21-MAY-2024,bpharmacy,936,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,I,I
RC/RV B.Pharmacy I Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=937&etype=r17&result=gradercrv&type=rcrvintgrade,21-MAY-2024,bpharmacy,937,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,I,I
RC/RV B.Pharmacy I Year (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=938&etype=rcrv,21-MAY-2024,bpharmacy,938,rcrv,,,,R15,Yes,Supplementary,Unknown,Unknown
RC/RV B.Pharmacy I Year (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=939&etype=rcrv,21-MAY-2024,bpharmacy,939,rcrv,,,,R13,Yes,Supplementary,Unknown,Unknown
RC/RV B.Pharmacy II Year I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=944&etype=r22&result=gradercrv&type=rcrvintgrade,18-MAY-2024,bpharmacy,944,r22,rcrvintgrade,gradercrv,,R22,No,Regular,II,I
RC/RV B.Pharmacy II Year I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=945&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,bpharmacy,945,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=946&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,bpharmacy,946,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=947&etype=rcrv,18-MAY-2024,bpharmacy,947,rcrv,,,,R15,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=948&etype=rcrv,18-MAY-2024,bpharmacy,948,rcrv,,,,R13,Yes,Supplementary,II,I
RC/RV B.Pharmacy II Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=940&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,bpharmacy,940,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,II,II
RC/RV B.Pharmacy II Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=942&etype=rcrv,18-MAY-2024,bpharmacy,942,rcrv,,,,R15,Yes,Supplementary,II,II
RC/RV B.Pharmacy II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=943&etype=rcrv,18-MAY-2024,bpharmacy,943,rcrv,,,,R13,Yes,Supplementary,II,II
RC/RV B.Pharmacy III Year II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=924&etype=r17&result=gradercrv&type=rcrvintgrade,09-MAY-2024,bpharmacy,924,r17,rcrvintgrade,gradercrv,,R17,Yes,Supplementary,III,II
RC/RV B.Pharmacy III Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=925&etype=r17&result=gradercrv&type=rcrvintgrade,09-MAY-2024,bpharmacy,925,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,III,II
RC/RV B.Pharmacy III-II Year (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=bpharmacy&examCode=927&etype=rcrv,09-MAY-2024,bpharmacy,927,rcrv,,,,R13,Yes,Supplementary,Unknown,Unknown
